1	Horse flies relentless near the marsh, otherwise trail conditions excellent.
1	Snow gone below 9,000 ft. Above that it's patchy, easy to follow the trail with a GPS.
1	Glissade chute on the north side is icy, not safe to slide today.
1	Trail open again after the fire closure, burned area has lots of loose ash and some dead snags.
1	Cairns knocked down in the boulder field, route finding was tricky in the fog.
1	High water on the Sucker Brook crossing, rock hop impossible today. Wet feet guaranteed.
1	Turned around at the col, whiteout conditions and the trail was invisible in fresh snow.
1	Lower loop is flooded, upper loop dry. Parking lot plowed.
1	Took the Beaver Brook trail, the cascades section had verglas all over. Very slow going.
1	Trail runners heads up: new bridge on the east loop is open, no more wet crossing.
1	The avalanche danger on the approach is considerable today, we skinned the ridge instead of the gully.
1	Groomed Nordic loops at the park are in great shape this morning, fresh corduroy on the upper trails.
1	Ski trail report: the black run under the lift is scraped to ice, blue runs soft and fun by 11.
1	ATV trail system reopened after the mud season closure, still a few soft spots in the low sections.
1	The OHV route over the pass has a snowdrift at the top, not passable for side by sides yet.
1	Bike trail is tacky and fast after the rain, a couple of new roots exposed on the descent.
1	Climbing report: the approach trail to the crag is fine but the base is soaked, rock dry by noon.
1	Horse trail at the state forest has deep ruts after the storm, riders should avoid the creek loop.
1	Via ferrata cables were rimed with ice this morning, route closed until it melts off.
1	Snowshoed the summer trail today, about two feet of powder, breaking trail was exhausting.
1	Two hikers rescued yesterday after sliding on the snowfield. Please carry traction and an axe.
1	Trail through the burn is open but downed trees every hundred yards, expect lots of stepping over.
1	Leaves are covering the rocks and roots on the ridge, easy to twist an ankle. Watch your footing.
1	Hot and exposed on the canyon trail, no shade after 9am. Heat advisory in effect.
1	Water on the trail everywhere from the spring melt, the low section is a creek right now.
1	The boardwalk near the bog is broken in a few places, step carefully.
1	Summited today. Trail marked with orange blazes all the way, only a few icy spots near the top.
1	Flash flood warning for the slot canyons today, rangers closed the Narrows at the Temple.
1	Early season conditions on the ridge: snow patches, cornices still hanging over the east side.
1	Horseflies and heat but the trail itself is in excellent condition, recently brushed out.
1	Big washout on the trail below the falls, detour marked through the woods.
1	Trail was busy but in good shape. Dry, fast, no snow, the summit sign is back up.
1	Aux sommets aujourd'hui, le sentier est glacé au-dessus de la limite des arbres. Crampons obligatoires.
1	Sentier du Mont-Albert fermé ce matin à cause des vents forts, selon le poste d'accueil.
1	Beaucoup de boue sur le sentier des Crêtes, et plusieurs arbres tombés après la tempête.
1	La passerelle sur la rivière est emportée, le passage à gué est dangereux avec la fonte.
1	Neige au-dessus de 900 m, raquettes utiles, la trace n'est pas encore faite.
1	Conditions du sentier : sec jusqu'au belvédère, puis glace sur les rochers au sommet.
1	Stationnement du sentier plein dès 8 h ce samedi, prévoyez d'arriver tôt.
1	Les moustiques sont terribles au lac, mais le sentier est en excellent état.
1	Pistes de ski de fond damées ce matin, conditions excellentes sur les boucles du haut.
1	Chute de pierres sur le sentier près du col, faites attention.
1	Subimos al volcán hoy. Mucha nieve arriba de los 3,000 m, hay que llevar crampones.
1	El sendero al lago está cerrado por incendio, lo anunciaron los guardaparques esta mañana.
1	Cuidado, el puente del arroyo se cayó con la tormenta y el cruce está muy crecido.
1	Hay árboles caídos en todo el sendero después del viento de ayer, se puede pasar pero lento.
1	El estacionamiento del sendero se llenó a las 7, mucha gente estacionada en la carretera.
1	Barro hasta los tobillos en la parte baja del sendero, arriba está seco.
1	Hielo en las rocas cerca de la cumbre esta mañana, subimos con bastones y crampones.
1	Reporte del sendero: sin nieve hasta el paso, mucho viento en la cresta.
1	Hay víboras de cascabel cerca del segundo mirador, tengan cuidado.
1	El camino de terracería al inicio del sendero está deslavado, hay que caminar dos kilómetros más.
0	Beautiful sunset from the ridge tonight #hiking #mountains
0	Nothing beats a Saturday in the mountains with good friends.
0	New trail runners just arrived! Use code HIKE20 for 20% off this weekend only.
0	Our spring gear sale starts Friday, up to 40% off tents and packs. Link in bio.
0	Anyone know if the trail to the lake is open yet?
0	What's everyone's favorite hike in Utah? Looking for recommendations.
0	The election results are in and I have thoughts about the new governor.
0	Congress needs to pass the public lands bill now. Call your representative.
0	RT if you love national parks!
0	Throwback to last summer on the Pacific Crest Trail. Miss it so much.
0	Just booked our trip to Glacier for August, so excited!
0	Five tips for your first backpacking trip, read the full article on our blog.
0	Giveaway! Win a new backpack, follow us and tag three friends.
0	My dog loves hiking more than I do lol
0	Coffee on the porch before the day starts. Grateful for this view.
0	Listening to a great podcast about thru-hiking the AT.
0	Can't wait for the weekend, going to try a new trail somewhere.
0	The president signed the executive order on energy today, here is what it means.
0	Study finds hiking reduces stress by 30 percent, according to new research.
0	Check out my new YouTube video about the best ultralight gear of the year.
0	Happy National Trails Day! Get outside and enjoy.
0	This is my favorite photo from the whole trip.
0	Looking for a hiking partner for next month in the Whites, DM me.
0	Anyone selling a used bear canister? Need one for the Sierra.
0	The city council voted to approve the new parking garage downtown.
0	Book club tonight, we're reading a novel about the Appalachian Trail.
0	Stock market is down again today, what a week.
0	Mountains are calling and I must go.
0	Nature is the best therapy.
0	Sponsored: Try our new electrolyte drink, perfect for long hikes.
0	I finally finished my 48 four-thousand footers! Took me five years.
0	Planning a road trip across Wyoming this fall, any must-see spots?
0	Sunrise on the summit is always worth the early alarm.
0	The ranger talk at the visitor center was so interesting today.
0	Registration is open for our guided wildflower walks this summer.
0	Our hiking club meets every Thursday at 6, all levels welcome.
0	Fantastic documentary about the history of the national parks, highly recommend.
0	Protest at the capitol tomorrow over the new tax plan.
0	Weather looks nice this weekend, maybe I'll go for a hike.
0	Recipe for the best trail mix: nuts, chocolate, dried cherries.
0	Selling my old hiking boots, size 10, barely used.
0	This view never gets old. #nofilter
0	The Supreme Court ruling today will change everything.
0	Just watched the new Everest movie, the cinematography is incredible.
0	New blog post: my 10 favorite hikes in Maine, ranked.
0	If you are going to the park this weekend, remember to leave no trace.
0	Photography workshop at the lake this Sunday, tickets still available.
0	What boots do you recommend for wide feet?
0	Missing the mountains today while stuck at work.
0	Senator announces reelection campaign at rally in Cheyenne.
0	Our new trail map poster is available in the shop now.
0	Me and the kids made it to the waterfall, they loved it!
0	Happy birthday to my hiking buddy, many more summits together.
0	Thinking about getting into climbing, where should I start?
0	The new national park pass price increase takes effect next year.
0	Heard the elk bugling last night from the cabin, magical.
0	Gas prices are ridiculous this summer.
0	Guided hikes available daily, book online today and save.
0	The best time to visit Zion is spring or fall, in my opinion.
0	Throwback to when we got engaged on top of this mountain.
0	Streaming live from the trailhead tomorrow, tune in!
0	Local brewery is hosting a trail cleanup party with free beer after.
0	Just finished reading Wild again. Still great.
0	Poll: summer hiking or winter hiking?
0	Can someone explain the difference between spikes and crampons?
0	Look at this cute chipmunk I saw today.
0	Travel ban news coming out of Washington this morning.
0	Here's my packing list for a three day trip, free PDF download.
0	Volunteers needed for trail maintenance day next month, sign up here.
0	Our cabin rental near the park has openings in October.
0	Scenic drive through the canyon today, stopped at every pull off.
0	Woke up to a moose outside the tent. What a morning.
0	Hot take: trekking poles are overrated.
0	The fall colors are going to be amazing this year I bet.
0	Watching the storm roll in from my living room window.
0	Visit our booth at the outdoor expo this weekend!
0	I love this community of hikers so much.
0	Breaking news: earthquake reported off the coast, no tsunami warning.
0	My knees are sore after yesterday but it was worth it.
0	The history of the Civilian Conservation Corps and the trails they built.
0	Went for a walk in the park during lunch, needed the fresh air.
0	Hiking boots vs trail runners, which do you prefer and why?
0	Mountain wallpaper for your phone, free to download.
0	Our podcast this week interviews a search and rescue volunteer.
0	The legislature adjourned without passing the budget again.
0	Anyone watching the game tonight?
0	I need a vacation in the mountains so badly.
0	Hiking is the cheapest therapy there is.
0	Just joined the local search and rescue team, training starts next week.
0	Sale on down jackets at the co-op, members get an extra 10%.
0	Who else is counting down the days until ski season?
0	Magnifique coucher de soleil ce soir depuis le sommet. #randonnée
0	Vente de printemps sur l'équipement de camping, jusqu'à 40 % de rabais.
0	Quelqu'un connaît une belle randonnée dans les Laurentides pour débutants?
0	Le gouvernement annonce un nouveau budget pour les parcs nationaux.
0	Rien de mieux qu'une journée en montagne avec des amis.
0	Nouvelle vidéo sur ma chaîne à propos du matériel ultraléger.
0	Concours! Gagnez un sac à dos en partageant cette publication.
0	Les élections municipales auront lieu dimanche prochain.
0	J'ai hâte à la saison de ski cette année.
0	Mon chien adore les randonnées en forêt.
0	Qué atardecer tan hermoso desde la montaña hoy. #senderismo
0	Oferta especial en botas de montaña, 30 por ciento de descuento este fin de semana.
0	¿Alguien sabe de una buena ruta para principiantes cerca de la ciudad?
0	El congreso aprobó la nueva ley de presupuesto esta tarde.
0	Nada mejor que un domingo en la montaña con la familia.
0	Nuevo video en mi canal sobre cómo empacar para un viaje de tres días.
0	Sorteo: gana una mochila nueva, sigue la cuenta y etiqueta a tus amigos.
0	Extraño tanto las montañas, ya quiero vacaciones.
0	Las elecciones presidenciales se acercan y hay mucho debate.
0	Mi perro es el mejor compañero de caminatas.
